DB,Site,Name,Preferred,Cal_yr_BP,Age_Old,Age_Yng,Max_Elev,Min_Elev,Midpoint,Relative,Use_Relative
87,84,Silver Lake (Lake Mohave),Y,10985,11707,10237,285.4,272.2312205,285.4,5,N
87,84,Silver Lake (Lake Mohave),Y,10974,11707,10233,285.4,272.2398142,277.2398142,3,N
87,84,Silver Lake (Lake Mohave),Y,10963,11706,10230,285.4,272.2483971,272.2483971,1,N
87,84,Silver Lake (Lake Mohave),Y,10928,11699,10206,285.4,272.2757638,285.4,5,N
87,84,Silver Lake (Lake Mohave),Y,10845,11681,10157,285.4,272.3405561,285.4,5,N
87,84,Silver Lake (Lake Mohave),Y,10814,11604,9959,285.4,272.365091,278.4219861,4,N
87,84,Silver Lake (Lake Mohave),Y,10782,11593,9926,285.4,272.3891449,285.4,5,N
87,84,Silver Lake (Lake Mohave),Y,10740,11390,9915,285.4,272.421541,285.4,5,N
87,84,Silver Lake (Lake Mohave),Y,10703,11331,9900,285.4,272.4501323,278.4808608,4,N
87,84,Silver Lake (Lake Mohave),Y,10693,11321,9895,285.4,272.4579826,285.4,5,N
87,84,Silver Lake (Lake Mohave),Y,10656,11267,9799,285.4,272.4863333,285.4,5,N
87,84,Silver Lake (Lake Mohave),Y,10635,11251,9797,285.4,272.5030289,277.5030289,3,N
87,84,Silver Lake (Lake Mohave),Y,10604,11237,9795,285.4,272.5268422,285.4,5,N
87,84,Silver Lake (Lake Mohave),Y,10578,11221,9792,285.4,272.5470802,285.4,5,N
87,84,Silver Lake (Lake Mohave),Y,10577,11221,9792,274.9,272.5475613,273.5475613,3,N
87,84,Silver Lake (Lake Mohave),Y,10533,10681,10408,285.4,272.5152417,,5,N
87,84,Silver Lake (Lake Mohave),Y,10531,11195,9787,274.9,272.5840138,273.5840138,3,N
87,84,Silver Lake (Lake Mohave),Y,10506,11175,9781,274.9,272.6037598,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,10398,11084,9685,274.9,272.6888011,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,10383,11080,9672,274.9,272.7011889,274.6546692,4,N
87,84,Silver Lake (Lake Mohave),Y,10362,11071,9630,274.9,272.7173924,274.665887,4,N
87,84,Silver Lake (Lake Mohave),Y,10327,11067,9558,274.9,272.7454807,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,10291,11065,9547,274.9,272.7738424,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,10285,11065,9545,274.9,272.7783798,273.7783798,3,N
87,84,Silver Lake (Lake Mohave),Y,10114,10757,9458,274.9,272.9160772,273.9160772,3,N
87,84,Silver Lake (Lake Mohave),Y,10080,10731,9436,274.9,272.943925,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,10047,10712,9418,274.9,272.9722648,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,10023,10694,9333,274.9,272.9927543,274.8565222,4,N
87,84,Silver Lake (Lake Mohave),Y,10001,10667,9321,274.9,273.0127627,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,9977,10651,9307,274.9,273.0332413,274.8845516,4,N
87,84,Silver Lake (Lake Mohave),Y,9967,10645,9303,274.9,273.041835,273.8905012,2,N
87,84,Silver Lake (Lake Mohave),Y,9945,10582,9291,274.9,273.0613624,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,9940,10580,9289,274.9,273.0656374,274.9069797,4,N
87,84,Silver Lake (Lake Mohave),Y,9930,10576,9285,274.9,273.0737282,274.9125811,4,N
87,84,Silver Lake (Lake Mohave),Y,9893,10557,9265,274.9,273.1061244,274.9350092,4,N
87,84,Silver Lake (Lake Mohave),Y,9875,10517,9146,274.9,273.1221093,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,9843,10494,9140,274.9,273.1506896,274.965862,4,N
87,84,Silver Lake (Lake Mohave),Y,9838,10492,9139,274.9,273.1544945,274.9,5,N
87,84,Silver Lake (Lake Mohave),Y,9801,10414,9128,274.9,273.1871203,274.9910833,4,N
87,84,Silver Lake (Lake Mohave),Y,9786,10408,9124,274.9,273.2,273.2,1,N
87,84,Silver Lake (Lake Mohave),Y,9300,9683,8791,274.9,273.3259809,273.3259809,1,N
87,84,Silver Lake (Lake Mohave),Y,4194,4402,4007,274.9,274.9465542,274.9465542,1,N
87,84,Silver Lake (Lake Mohave),Y,3937,4074,3839,279,277.5,278.25,2,N
87,84,Silver Lake (Lake Mohave),Y,3778,3897,3640,277.5,275.0534052,275.0534052,1,N
87,84,Silver Lake (Lake Mohave),Y,526,647,343,277.5,276.121915,276.121915,1,N
87,84,Silver Lake (Lake Mohave),Y,422,510,318,279,278,278.5,2,N
87,84,Silver Lake (Lake Mohave),Y,227,421,-3,278,276.228766,276.228766,1,N
87,84,Silver Lake (Lake Mohave),Y,0,0,0,276.3,276.3,276.3,1,N
88,85,Summer Lake (Pluvial Lake Chewaucan - Winter Lake SubBasin),Y,31492,31678,31234,1378,1276.1,1378,4,N
88,85,Summer Lake (Pluvial Lake Chewaucan - Winter Lake SubBasin),Y,23218,24946,21462,1378,1275.87,1378,4,N
88,85,Summer Lake (Pluvial Lake Chewaucan - Winter Lake SubBasin),Y,14630,14934,14243,,,1310,2,N
88,85,Summer Lake (Pluvial Lake Chewaucan - Winter Lake SubBasin),Y,14385,14564,14060,,,1310,2,N
88,85,Summer Lake (Pluvial Lake Chewaucan - Winter Lake SubBasin),Y,13913,14047,13760,,,1337,3,N
88,85,Summer Lake (Pluvial Lake Chewaucan - Winter Lake SubBasin),Y,13759,13886,13639,,,1321,3,N
88,85,Summer Lake (Pluvial Lake Chewaucan - Winter Lake SubBasin),Y,13729,13837,13629,,,1329,3,N
88,85,Summer Lake (Pluvial Lake Chewaucan - Winter Lake SubBasin),Y,-62,-62,-62,,,1267,1,N
89,86,Tulare Lake,Y,11776,12788,10763,48.6,48.6,48.6,1,N
89,86,Tulare Lake,Y,10207,10675,9739,60.3,51.3,55.8,5,N
89,86,Tulare Lake,Y,9200,9700,8700,70,60.13,65.07,10,N
89,86,Tulare Lake,Y,8600,9100,8100,70,70,70,15,N
89,86,Tulare Lake,Y,8075,8166,7984,70,60.68,65.34,11,N
89,86,Tulare Lake,Y,6943,7241,6645,60.93,52.5,56.72,6,N
89,86,Tulare Lake,Y,6500,7000,6000,70,60.97,65.49,12,N
89,86,Tulare Lake,Y,6250,6750,5750,61.11,53,57.06,7,N
89,86,Tulare Lake,Y,5500,6000,5000,55.66,53.5,54.58,2,N
89,86,Tulare Lake,Y,5250,5750,4750,61.27,55.71,58.49,8,N
89,86,Tulare Lake,Y,3250,3750,2750,61.71,56.6,59.16,9,N
89,86,Tulare Lake,Y,2842,2925,2759,56.9,53.75,55.33,3,N
89,86,Tulare Lake,Y,2506.5,2682,2331,56.9,53.75,55.33,4,N
89,86,Tulare Lake,Y,782.5,892,673,70,62,66,13,N
89,86,Tulare Lake,Y,149.5,303,-4,70,62.36,66.18,14,N
90,87,Upper Big Creek Lake,Y,12650,,,-0.310221576,-3.332221994,-1.821221785,,N
90,87,Upper Big Creek Lake,Y,12600,,,-0.767928148,-3.998207473,-2.38306781,,N
90,87,Upper Big Creek Lake,Y,12550,,,-0.997893671,-4.044434872,-2.521164271,,N
90,87,Upper Big Creek Lake,Y,12500,,,-1.447651703,-4.04367607,-2.745663887,,N
90,87,Upper Big Creek Lake,Y,12450,,,-2.812614733,-4.278435812,-3.545525272,,N
90,87,Upper Big Creek Lake,Y,12400,,,-3.944759616,-4.460585863,-4.20267274,,N
90,87,Upper Big Creek Lake,Y,12350,,,-4.398821646,-4.465882371,-4.432352009,,N
90,87,Upper Big Creek Lake,Y,12300,,,-4.397070332,-4.465882371,-4.431476352,,N
90,87,Upper Big Creek Lake,Y,12250,,,-4.395319019,-4.465882371,-4.430600695,,N
90,87,Upper Big Creek Lake,Y,12200,,,-4.393567705,-4.465882371,-4.429725038,,N
90,87,Upper Big Creek Lake,Y,12150,,,-4.391816392,-4.465882371,-4.428849382,,N
90,87,Upper Big Creek Lake,Y,12100,,,-4.390065078,-4.465882371,-4.427973725,,N
90,87,Upper Big Creek Lake,Y,12050,,,-4.388313765,-4.465882371,-4.427098068,,N
90,87,Upper Big Creek Lake,Y,12000,,,-4.386562451,-4.465882371,-4.426222411,,N
90,87,Upper Big Creek Lake,Y,11950,,,-4.384811138,-4.465882371,-4.425346755,,N
90,87,Upper Big Creek Lake,Y,11900,,,-4.383059824,-4.465882371,-4.424471098,,N
90,87,Upper Big Creek Lake,Y,11850,,,-4.381308511,-4.465882371,-4.423595441,,N
90,87,Upper Big Creek Lake,Y,11800,,,-4.379557197,-4.465882371,-4.422719784,,N
90,87,Upper Big Creek Lake,Y,11750,,,-4.377805884,-4.465882371,-4.421844128,,N
90,87,Upper Big Creek Lake,Y,11700,,,-4.37605457,-4.465882371,-4.420968471,,N
90,87,Upper Big Creek Lake,Y,11650,,,-4.374303257,-4.465882371,-4.420092814,,N
90,87,Upper Big Creek Lake,Y,11600,,,-4.372551943,-4.465882371,-4.419217157,,N
90,87,Upper Big Creek Lake,Y,11550,,,-4.37080063,-4.465882371,-4.418341501,,N
90,87,Upper Big Creek Lake,Y,11500,,,-4.369049316,-4.465882371,-4.417465844,,N
90,87,Upper Big Creek Lake,Y,11450,,,-3.914549458,-4.457521065,-4.186035261,,N
90,87,Upper Big Creek Lake,Y,11400,,,-3.007592941,-4.440506565,-3.724049753,,N
90,87,Upper Big Creek Lake,Y,11350,,,-1.879307887,-4.245234256,-3.062271072,,N
90,87,Upper Big Creek Lake,Y,11300,,,-0.751793585,-3.827210004,-2.289501795,,N
90,87,Upper Big Creek Lake,Y,11250,,,-0.076681027,-3.414168784,-1.745424906,,N
90,87,Upper Big Creek Lake,Y,11200,,,0.377157909,-3.175715214,-1.399278653,,N
90,87,Upper Big Creek Lake,Y,11150,,,0.607889241,-2.89149236,-1.14180156,,N
90,87,Upper Big Creek Lake,Y,11100,,,0.837981887,-2.82596334,-0.993990727,,N
90,87,Upper Big Creek Lake,Y,11050,,,1.067435846,-2.542979837,-0.737771995,,N
90,87,Upper Big Creek Lake,Y,11000,,,1.067435846,-2.750911061,-0.841737607,,N
90,87,Upper Big Creek Lake,Y,10950,,,1.067435846,-2.523685448,-0.728124801,,N
90,87,Upper Big Creek Lake,Y,10900,,,1.067435846,-2.514533993,-0.723549073,,N
90,87,Upper Big Creek Lake,Y,10850,,,1.067435846,-2.503895318,-0.718229736,,N
90,87,Upper Big Creek Lake,Y,10800,,,0.843091376,-2.602293722,-0.879601173,,N
90,87,Upper Big Creek Lake,Y,10750,,,0.619385591,-2.700444256,-1.040529332,,N
90,87,Upper Big Creek Lake,Y,10700,,,0.396318493,-2.422170285,-1.012925896,,N
90,87,Upper Big Creek Lake,Y,10650,,,0.175806139,-2.625887717,-1.225040789,,N
90,87,Upper Big Creek Lake,Y,10600,,,0.177722197,-2.615992652,-1.219135227,,N
90,87,Upper Big Creek Lake,Y,10550,,,0.179638256,-2.766678765,-1.293520255,,N
90,87,Upper Big Creek Lake,Y,10500,,,0.403982726,-2.70226516,-1.149141217,,N
90,87,Upper Big Creek Lake,Y,10450,,,0.405898785,-2.851092247,-1.222596731,,N
90,87,Upper Big Creek Lake,Y,10400,,,-0.03065512,-3.263464772,-1.647059946,,N
90,87,Upper Big Creek Lake,Y,10350,,,-0.465931652,-3.51575186,-1.990841756,,N
90,87,Upper Big Creek Lake,Y,10300,,,-0.892115518,-3.73964114,-2.315878329,,N
90,87,Upper Big Creek Lake,Y,10250,,,-0.878694993,-3.699968255,-2.289331624,,N
90,87,Upper Big Creek Lake,Y,10200,,,-0.656266581,-3.477947915,-2.067107248,,N
90,87,Upper Big Creek Lake,Y,10150,,,-0.226250599,-3.232037675,-1.729144137,,N
90,87,Upper Big Creek Lake,Y,10100,,,0.418033821,-2.725573163,-1.153769671,,N
90,87,Upper Big Creek Lake,Y,10050,,,0.851394295,-2.610359071,-0.879482388,,N
90,87,Upper Big Creek Lake,Y,10000,,,1.067435846,-2.547556622,-0.740060388,,N
90,87,Upper Big Creek Lake,Y,9950,,,1.067435846,-2.7450773,-0.838820727,,N
90,87,Upper Big Creek Lake,Y,9900,,,0.648411334,-2.972179022,-1.161883844,,N
90,87,Upper Big Creek Lake,Y,9850,,,0.230521248,-3.199635823,-1.484557287,,N
90,87,Upper Big Creek Lake,Y,9800,,,-0.186234412,-3.427447703,-1.806841058,,N
90,87,Upper Big Creek Lake,Y,9750,,,0.232790101,-3.179068631,-1.473139265,,N
90,87,Upper Big Creek Lake,Y,9700,,,0.23619338,-3.169495195,-1.466650908,,N
90,87,Upper Big Creek Lake,Y,9650,,,0.652949039,-2.920405964,-1.133728462,,N
90,87,Upper Big Creek Lake,Y,9600,,,0.240731085,-3.149638163,-1.454453539,,N
90,87,Upper Big Creek Lake,Y,9550,,,0.655217892,-2.899838773,-1.12231044,,N
90,87,Upper Big Creek Lake,Y,9500,,,0.655217892,-2.889200098,-1.116991103,,N
90,87,Upper Big Creek Lake,Y,9450,,,1.067435846,-2.638690549,-0.785627351,,N
90,87,Upper Big Creek Lake,Y,9400,,,1.067435846,-2.426832884,-0.679698519,,N
90,87,Upper Big Creek Lake,Y,9350,,,1.067435846,-2.21547096,-0.574017557,,N
90,87,Upper Big Creek Lake,Y,9300,,,1.067435846,-2.004604775,-0.468584465,,N
90,87,Upper Big Creek Lake,Y,9250,,,1.067435846,-1.995453321,-0.464008737,,N
90,87,Upper Big Creek Lake,Y,9200,,,1.067435846,-1.787065838,-0.359814996,,N
90,87,Upper Big Creek Lake,Y,9150,,,1.067435846,-1.777914384,-0.355239269,,N
90,87,Upper Big Creek Lake,Y,9100,,,1.067435846,-1.967007477,-0.449785816,,N
90,87,Upper Big Creek Lake,Y,9050,,,1.067435846,-2.157092052,-0.544828103,,N
90,87,Upper Big Creek Lake,Y,9000,,,1.067435846,-1.95068753,-0.441625842,,N
90,87,Upper Big Creek Lake,Y,8950,,,0.866722763,-1.841670191,-0.487473714,,N
90,87,Upper Big Creek Lake,Y,8900,,,0.866722763,-1.63625715,-0.384767194,,N
90,87,Upper Big Creek Lake,Y,8850,,,0.866722763,-1.628592916,-0.380935077,,N
90,87,Upper Big Creek Lake,Y,8800,,,1.067435846,-1.325792692,-0.129178423,,N
90,87,Upper Big Creek Lake,Y,8750,,,1.067435846,-1.512902824,-0.222733489,,N
90,87,Upper Big Creek Lake,Y,8700,,,1.067435846,-1.505238591,-0.218901372,,N
90,87,Upper Big Creek Lake,Y,8650,,,1.067435846,-1.497574357,-0.215069255,,N
90,87,Upper Big Creek Lake,Y,8600,,,1.067435846,-1.488422903,-0.210493528,,N
90,87,Upper Big Creek Lake,Y,8550,,,1.067435846,-1.673550074,-0.303057114,,N
90,87,Upper Big Creek Lake,Y,8500,,,1.067435846,-2.05047717,-0.491520662,,N
90,87,Upper Big Creek Lake,Y,8450,,,1.067435846,-2.041325716,-0.486944935,,N
90,87,Upper Big Creek Lake,Y,8400,,,1.067435846,-2.032174262,-0.482369208,,N
90,87,Upper Big Creek Lake,Y,8350,,,1.067435846,-2.021535587,-0.47704987,,N
90,87,Upper Big Creek Lake,Y,8300,,,1.067435846,-2.012384132,-0.472474143,,N
90,87,Upper Big Creek Lake,Y,8250,,,1.067435846,-2.003232678,-0.467898416,,N
90,87,Upper Big Creek Lake,Y,8200,,,1.067435846,-1.613951556,-0.273257855,,N
90,87,Upper Big Creek Lake,Y,8150,,,1.067435846,-1.415974619,-0.174269386,,N
90,87,Upper Big Creek Lake,Y,8100,,,1.067435846,-1.218493421,-0.075528788,,N
90,87,Upper Big Creek Lake,Y,8050,,,1.067435846,-1.210829188,-0.071696671,,N
90,87,Upper Big Creek Lake,Y,8000,,,1.067435846,-1.203164954,-0.067864554,,N
90,87,Upper Big Creek Lake,Y,7950,,,1.067435846,-1.195500721,-0.064032437,,N
90,87,Upper Big Creek Lake,Y,7900,,,1.067435846,-1.374183269,-0.153373711,,N
90,87,Upper Big Creek Lake,Y,7850,,,1.067435846,-1.366519035,-0.149541595,,N
90,87,Upper Big Creek Lake,Y,7800,,,1.067435846,-1.544210103,-0.238387128,,N
90,87,Upper Big Creek Lake,Y,7750,,,1.067435846,-1.535058649,-0.233811401,,N
90,87,Upper Big Creek Lake,Y,7700,,,1.067435846,-1.711758236,-0.322161195,,N
90,87,Upper Big Creek Lake,Y,7650,,,1.067435846,-1.702606781,-0.317585468,,N
90,87,Upper Big Creek Lake,Y,7600,,,1.067435846,-1.510082987,-0.22132357,,N
90,87,Upper Big Creek Lake,Y,7550,,,1.067435846,-1.318054933,-0.125309543,,N
90,87,Upper Big Creek Lake,Y,7500,,,1.067435846,-1.126522619,-0.029543386,,N
90,87,Upper Big Creek Lake,Y,7450,,,1.067435846,-1.300743504,-0.116653829,,N
90,87,Upper Big Creek Lake,Y,7400,,,1.067435846,-1.655858029,-0.294211091,,N
90,87,Upper Big Creek Lake,Y,7350,,,1.067435846,-1.829087434,-0.380825794,,N
90,87,Upper Big Creek Lake,Y,7300,,,0.887799405,-2.045433353,-0.578816974,,N
90,87,Upper Big Creek Lake,Y,7250,,,0.708622228,-1.945292152,-0.618334962,,N
90,87,Upper Big Creek Lake,Y,7200,,,0.529523047,-2.161693917,-0.816085435,,N
90,87,Upper Big Creek Lake,Y,7150,,,0.352528428,-2.364526341,-1.005998957,,N
90,87,Upper Big Creek Lake,Y,7100,,,0.352762413,-2.35883646,-1.003037023,,N
90,87,Upper Big Creek Lake,Y,7050,,,0.352996398,-2.350769608,-0.998886605,,N
90,87,Upper Big Creek Lake,Y,7000,,,0.530840257,-2.131136257,-0.800148,,N
90,87,Upper Big Creek Lake,Y,6950,,,0.531074242,-2.255484487,-0.862205123,,N
90,87,Upper Big Creek Lake,Y,6900,,,0.35898051,-2.459276615,-1.050148053,,N
90,87,Upper Big Creek Lake,Y,6850,,,0.359214495,-2.451209763,-1.045997634,,N
90,87,Upper Big Creek Lake,Y,6800,,,0.35944848,-2.443142911,-1.041847216,,N
90,87,Upper Big Creek Lake,Y,6750,,,0.353612956,-2.350085897,-0.998236471,,N
90,87,Upper Big Creek Lake,Y,6700,,,0.17552771,-2.468095539,-1.146283915,,N
90,87,Upper Big Creek Lake,Y,6650,,,-0.002479542,-2.585312857,-1.2938962,,N
90,87,Upper Big Creek Lake,Y,6600,,,-0.168000701,-2.704084428,-1.436042564,,N
90,87,Upper Big Creek Lake,Y,6550,,,-0.345617977,-2.776106954,-1.560862466,,N
90,87,Upper Big Creek Lake,Y,6500,,,-0.687033525,-2.937021015,-1.81202727,,N
90,87,Upper Big Creek Lake,Y,6450,,,-0.698505682,-2.878771717,-1.788638699,,N
90,87,Upper Big Creek Lake,Y,6400,,,-0.875654988,-2.947624949,-1.911639969,,N
90,87,Upper Big Creek Lake,Y,6350,,,-0.888850033,-2.926530215,-1.907690124,,N
90,87,Upper Big Creek Lake,Y,6300,,,-1.065843349,-2.994327016,-2.030085183,,N
90,87,Upper Big Creek Lake,Y,6250,,,-1.064907409,-2.980713899,-2.022810654,,N
90,87,Upper Big Creek Lake,Y,6200,,,-1.063971469,-2.967100783,-2.015536126,,N
90,87,Upper Big Creek Lake,Y,6150,,,-1.063035529,-2.953487666,-2.008261597,,N
90,87,Upper Big Creek Lake,Y,6100,,,-1.372949219,-3.196478039,-2.284713629,,N
90,87,Upper Big Creek Lake,Y,6050,,,-1.680750047,-3.441737265,-2.561243656,,N
90,87,Upper Big Creek Lake,Y,6000,,,-1.986438012,-3.689265344,-2.837851678,,N
90,87,Upper Big Creek Lake,Y,5950,,,-1.826907963,-3.479763625,-2.653335794,,N
90,87,Upper Big Creek Lake,Y,5900,,,-1.668434344,-3.269107981,-2.468771163,,N
90,87,Upper Big Creek Lake,Y,5850,,,-1.511017158,-3.057298412,-2.284157785,,N
90,87,Upper Big Creek Lake,Y,5800,,,-1.506911923,-3.047030078,-2.276971001,,N
90,87,Upper Big Creek Lake,Y,5750,,,-1.354776894,-2.971587146,-2.16318202,,N
90,87,Upper Big Creek Lake,Y,5700,,,-1.203698295,-2.895029286,-2.049363791,,N
90,87,Upper Big Creek Lake,Y,5650,,,-1.053676128,-2.817356499,-1.935516313,,N
90,87,Upper Big Creek Lake,Y,5600,,,-1.052740188,-2.803743382,-1.928241785,,N
90,87,Upper Big Creek Lake,Y,5550,,,-1.051804248,-2.790130265,-1.920967256,,N
90,87,Upper Big Creek Lake,Y,5500,,,-1.193615946,-2.847266385,-2.020441166,,N
90,87,Upper Big Creek Lake,Y,5450,,,-1.617753628,-3.262801132,-2.44027738,,N
90,87,Upper Big Creek Lake,Y,5400,,,-1.616817688,-3.249188016,-2.433002852,,N
90,87,Upper Big Creek Lake,Y,5350,,,-1.473134109,-3.164825662,-2.318979886,,N
90,87,Upper Big Creek Lake,Y,5300,,,-1.18564646,-2.797273629,-1.991460045,,N
90,87,Upper Big Creek Lake,Y,5250,,,-1.459641484,-3.078834499,-2.269237991,,N
90,87,Upper Big Creek Lake,Y,5200,,,-1.458705544,-3.065221382,-2.261963463,,N
90,87,Upper Big Creek Lake,Y,5150,,,-1.454600309,-3.054953049,-2.254776679,,N
90,87,Upper Big Creek Lake,Y,5100,,,-1.178733406,-2.746165945,-1.962449675,,N
90,87,Upper Big Creek Lake,Y,5050,,,-1.177797466,-2.732552828,-1.955175147,,N
90,87,Upper Big Creek Lake,Y,5000,,,-1.041508907,-2.640385981,-1.840947444,,N
90,87,Upper Big Creek Lake,Y,4950,,,-1.17169986,-2.709786305,-1.940743083,,N
90,87,Upper Big Creek Lake,Y,4900,,,-1.430904844,-3.007229145,-2.219066995,,N
90,87,Upper Big Creek Lake,Y,4850,,,-1.558982935,-3.078859324,-2.318921129,,N
90,87,Upper Big Creek Lake,Y,4800,,,-1.6828353,-3.297826429,-2.490330864,,N
90,87,Upper Big Creek Lake,Y,4750,,,-1.675560771,-3.291019871,-2.483290321,,N
90,87,Upper Big Creek Lake,Y,4700,,,-1.798165758,-3.51316031,-2.655663034,,N
90,87,Upper Big Creek Lake,Y,4650,,,-1.793248927,-3.50871145,-2.650980189,,N
90,87,Upper Big Creek Lake,Y,4600,,,-1.915481141,-3.666164385,-2.790822763,,N
90,87,Upper Big Creek Lake,Y,4550,,,-2.038029761,-3.824632369,-2.931331065,,N
90,87,Upper Big Creek Lake,Y,4500,,,-2.285304237,-4.144674891,-3.214989564,,N
90,87,Upper Big Creek Lake,Y,4450,,,-2.406301235,-4.305084472,-3.355692853,,N
90,87,Upper Big Creek Lake,Y,4400,,,-2.526987908,-4.465882371,-3.49643514,,N
90,87,Upper Big Creek Lake,Y,4350,,,-2.522328076,-4.465882371,-3.494105224,,N
90,87,Upper Big Creek Lake,Y,4300,,,-2.517668243,-4.465882371,-3.491775307,,N
90,87,Upper Big Creek Lake,Y,4250,,,-2.513008411,-4.465882371,-3.489445391,,N
90,87,Upper Big Creek Lake,Y,4200,,,-2.508348579,-4.465882371,-3.487115475,,N
90,87,Upper Big Creek Lake,Y,4150,,,-2.503688747,-4.465882371,-3.484785559,,N
90,87,Upper Big Creek Lake,Y,4100,,,-2.499028914,-4.465882371,-3.482455643,,N
90,87,Upper Big Creek Lake,Y,4050,,,-2.494369082,-4.465882371,-3.480125727,,N
90,87,Upper Big Creek Lake,Y,4000,,,-2.48970925,-4.465882371,-3.477795811,,N
90,87,Upper Big Creek Lake,Y,3950,,,-2.485049418,-4.465882371,-3.475465895,,N
90,87,Upper Big Creek Lake,Y,3900,,,-2.480389585,-4.465882371,-3.473135978,,N
90,87,Upper Big Creek Lake,Y,3850,,,-2.354727788,-4.299648001,-3.327187895,,N
90,87,Upper Big Creek Lake,Y,3800,,,-2.229376316,-4.13302531,-3.181200813,,N
90,87,Upper Big Creek Lake,Y,3750,,,-2.104335168,-3.966014301,-3.035174734,,N
90,87,Upper Big Creek Lake,Y,3700,,,-1.980535317,-3.797450014,-2.888992665,,N
90,87,Upper Big Creek Lake,Y,3650,,,-1.85704579,-3.628497407,-2.742771599,,N
90,87,Upper Big Creek Lake,Y,3600,,,-1.853316931,-3.627332449,-2.74032469,,N
90,87,Upper Big Creek Lake,Y,3550,,,-2.088799082,-3.962131107,-3.025465095,,N
90,87,Upper Big Creek Lake,Y,3500,,,-2.323660584,-4.297706404,-3.310683494,,N
90,87,Upper Big Creek Lake,Y,3450,,,-2.438451095,-4.465882371,-3.452166733,,N
90,87,Upper Big Creek Lake,Y,3400,,,-2.433791263,-4.465882371,-3.449836817,,N
90,87,Upper Big Creek Lake,Y,3350,,,-2.429131431,-4.465882371,-3.447506901,,N
90,87,Upper Big Creek Lake,Y,3300,,,-2.424471598,-4.465882371,-3.445176985,,N
90,87,Upper Big Creek Lake,Y,3250,,,-2.419811766,-4.465882371,-3.442847069,,N
90,87,Upper Big Creek Lake,Y,3200,,,-2.415151934,-4.465882371,-3.440517153,,N
90,87,Upper Big Creek Lake,Y,3150,,,-2.410492102,-4.465882371,-3.438187237,,N
90,87,Upper Big Creek Lake,Y,3100,,,-2.40583227,-4.465882371,-3.43585732,,N
90,87,Upper Big Creek Lake,Y,3050,,,-2.401172437,-4.465882371,-3.433527404,,N
90,87,Upper Big Creek Lake,Y,3000,,,-2.396512605,-4.465882371,-3.431197488,,N
90,87,Upper Big Creek Lake,Y,2950,,,-2.391852773,-4.465882371,-3.428867572,,N
90,87,Upper Big Creek Lake,Y,2900,,,-2.387192941,-4.465882371,-3.426537656,,N
90,87,Upper Big Creek Lake,Y,2850,,,-2.382533108,-4.465882371,-3.42420774,,N
90,87,Upper Big Creek Lake,Y,2800,,,-2.377873276,-4.465882371,-3.421877824,,N
90,87,Upper Big Creek Lake,Y,2750,,,-2.373213444,-4.465882371,-3.419547908,,N
90,87,Upper Big Creek Lake,Y,2700,,,-2.368553612,-4.465882371,-3.417217991,,N
90,87,Upper Big Creek Lake,Y,2650,,,-2.363893779,-4.465882371,-3.414888075,,N
90,87,Upper Big Creek Lake,Y,2600,,,-2.245990091,-4.289940017,-3.267965054,,N
90,87,Upper Big Creek Lake,Y,2550,,,-1.901634816,-3.685947401,-2.793791109,,N
90,87,Upper Big Creek Lake,Y,2500,,,-1.556854685,-3.076702841,-2.316778763,,N
90,87,Upper Big Creek Lake,Y,2450,,,-1.21553989,-2.52978992,-1.872664905,,N
90,87,Upper Big Creek Lake,Y,2400,,,-1.09787244,-2.403950666,-1.750911553,,N
90,87,Upper Big Creek Lake,Y,2350,,,-0.80847653,-2.168828102,-1.488652316,,N
90,87,Upper Big Creek Lake,Y,2300,,,-0.290624889,-1.800460668,-1.045542778,,N
90,87,Upper Big Creek Lake,Y,2250,,,0.223958614,-1.434221234,-0.60513131,,N
90,87,Upper Big Creek Lake,Y,2200,,,0.732005837,-1.098472693,-0.183233428,,N
90,87,Upper Big Creek Lake,Y,2150,,,0.900265532,-1.005222216,-0.052478342,,N
90,87,Upper Big Creek Lake,Y,2100,,,1.067435846,-0.912462816,0.077486515,,N
90,87,Upper Big Creek Lake,Y,2050,,,1.067435846,-0.899390258,0.084022794,,N
90,87,Upper Big Creek Lake,Y,2000,,,1.067435846,-0.989292979,0.039071433,,N
90,87,Upper Big Creek Lake,Y,1950,,,1.067435846,-1.078540932,-0.005552543,,N
90,87,Upper Big Creek Lake,Y,1900,,,1.067435846,-1.065468374,0.000983736,,N
90,87,Upper Big Creek Lake,Y,1850,,,1.067435846,-1.05043151,0.008502168,,N
90,87,Upper Big Creek Lake,Y,1800,,,1.067435846,-1.135750849,-0.034157501,,N
90,87,Upper Big Creek Lake,Y,1750,,,1.067435846,-1.122678291,-0.027621223,,N
90,87,Upper Big Creek Lake,Y,1700,,,1.067435846,-1.206688093,-0.069626123,,N
90,87,Upper Big Creek Lake,Y,1650,,,1.067435846,-0.992903128,0.037266359,,N
